,budget,duration,id,job_type,skills,snippet,title,workload,country,feedback,jobs_posted,past_hires,payment_verification_status,reviews_count
1612,5.0,,~0140bc8c69cbf4cf19,Fixed,['web-analytics'],"Don't know if this can be done. We have a couple of websites where, when a visitor submits their email address through a form on the site (Gravity Forms), we want to associate their address with everything they do on the site, and get the referring URL. One of the sites is WordPress and the other is WooCommerce, currently under development.If we could install Piwik on the server and also get around content/ad blockers that would be ideal.",Identify visitors with Piwik,30+ hrs/week,United States,5.0,461,461,VERIFIED,42
1613,,Less than 1 week,~01e0767a87e434457a,Hourly,[],I Want support in excel dashboard. I want help in certain areas to develop my dashboard and link it to google docs.,Excel,Less than 10 hrs/week,India,2.0,1,1,VERIFIED,1
1614,80.0,,~01b3e55e85ec4a820c,Fixed,"['data-mining', 'data-scraping', 'lead-generation', 'web-scraping']","We are a tutoring agency in London and supply private home tutors to students homes. We are looking for lead generation for clients. We are looking for an experienced data mining expert / programmer who can help us scrap emails and information to get profiles of ideal clients.Our ideal client profile looks like this:Parents with high net worth whose child, or children are studying in London, UK. Parents not originally from the UK , for example Russia, China, Italy but their child is studying in London. Either they're living in London or the parents are living overseas. Any similar profiles is ok, but this is our ideal client profile. Profiles must be good to excellent quality.Target: 1000 profiles",Data mining expert / programmer,30+ hrs/week,United Kingdom,5.0,7,2,VERIFIED,1
1615,,More than 6 months,~015095fdee74ccdb8e,Hourly,[],Allow our FIlemaker to read Genbook and also update Filemaker to modern standards!,Filemaker interface to Genbook and modernize Filemaker system,10-30 hrs/week,United States,0.0,7,0,,0
1616,0.0,1 to 3 months,~013e12d93208afd98e,Hourly,"['data-scraping', 'desktop-applications', 'etl', 'sql', 'technical-documentation', 'technical-support']","# Tasks:1- must be able to get data to test each datasource type avaiable (xls, xml, csv, sql database, html, access);2- must test the system features and report the bugs appropriately (in a way where the bug can be easily reproduced);3- must organize, structure and classify the system features and write support documentation for the users (how-to posts);# Communication:1- the tests and reports must be in portuguese or english;2- be able to communicate in portuguese or english;3- write the how-to posts in one or more of these languages: portuguese, spanish, english# Observation:- The interest to give technical support for the users will be appreciated (can become a long-term contract);- Must have experience in the tasks required above;- Must delivery the tests reports and the technical documentation for each system feature (or group of features) together (so that the work can be gradually assessed);",Test a ETL/BI/Data Mining desktop software and write how-to posts,10-30 hrs/week,Brazil,5.0,5,5,VERIFIED,2
1617,0.0,Less than 1 week,~019d8f969533907e55,Hourly,[],We need a Tableau expert to work with us over the next two weeks to help with some demonstration preparations. Expert should be able to work daily for atleast a few hours. We currently have a few dashboards that need clean up as well as we need one or two new dashboards with various kinds of charts and custom images. You should be able to meet with us on online meetings and have conversations - Simply chatting will not work.,Tableau Expert Needed,Less than 10 hrs/week,United States,5.0,15,5,VERIFIED,2
1618,,Less than 1 week,~012eabb733aad52350,Hourly,[],"Basic excel spreadsheet work. Need about 6-8 spreadsheets completed, I have the basic structure in mind. Thank you!",Excel Spreadsheet Project,10-30 hrs/week,United States,0.0,1,0,UNKNOWN,0
1619,150.0,,~01d4eadf3f52f2a74f,Fixed,[],Data entry specialist needed.How can you data entry assignment jpg to word.Thanks,Dada entry specialist needed,30+ hrs/week,Bangladesh,0.0,22,0,,0
1620,0.0,More than 6 months,~016c41d0a0d244ecaf,Hourly,"['google-analytics', 'google-analytics-api']","Need a consultant for analytics.One who can write documents with instructions on eCommerce implementation, mapping all user interactions in web apps and ongoing consultation by the hour.Skype is a must.You must show serious knowledge in Google Analytics & present some samples of your work.You will have to teach / guide - not only do yourself, I'm here also to learn from you.I prefer someone who can work Sun - Thu instead of Mon - Fri",Google Analytics Expert for Ecommerce and Custom Reports Consulting,10-30 hrs/week,Israel,5.0,6,5,VERIFIED,1
1621,400.0,,~017d5934eca4d991b0,Fixed,[],This requires data analysis.,Statistician,30+ hrs/week,United States,0.0,1,0,UNKNOWN,0
1622,200.0,,~017c912e83c5426983,Fixed,"['data-mining', 'root-cause-analysis']","With a minimum word limit of 1000 words, and within 2 weeks, You will be required to answer 6 short questions. Payment of $200.00 will be released if all 6 questions are answered correctly. If you wish to refresh your memory on granger causality, please read the following Wikipedia link: https://en.m.wikipedia.org/wiki/Granger_causalityIf you wish to refresh your memory on convergent cross mapping (CCM), please read the following Wikipedia link: https://en.m.wikipedia.org/wiki/Convergent_cross_mappingAnd please read the following link for an example of how CCM is applied to infer whether causation is bidirectional, unidirectional or etc:http://www.uvm.edu/~cdanfort/csc-reading-group/sugihara-causality-science-2012.pdfBelow HERE ARE THE SIX Questions, divided into part 1 and part 2:PART 1Question 1A study is conducted to examine the relationship between median magnesium intake (X) and %all cause mortality (Y). Please read the study found on the following link: http://m.jn.nutrition.org/content/144/1/55.long?view=long&pmid=24259558Analyse X and Y using granger causality. Based on your analysis, does X cause Y, or does Y cause X, or neither? Show the steps of the granger causality calculation which you used to arrive at your conclusion.Question 2Using convergent cross mapping (CCM), analyse X and Y again. Based on CCM analysis, does X cause Y, or does Y cause X, or neither? Show your CCM calculation stepsQuestion 3 Using CCM again, please state whether the causal relationship between X and Y is bidirectional, transitive, unidirectional, externally forced, or neither (no causal relationship) and the CCM calculations which you use to arrive at your conclusion. PART 2Question 4A study is conducted to examine the relationship between Resting heart rate (X) and %all cause mortality (Y). Please read the study found on the following link: http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1446757/Analyse X and Y using granger causality. Based on your analysis, does X cause Y, or does Y cause X, or neither? Show the steps of the granger causality calculation which you used to arrive at your conclusion.Question 5Using convergent cross mapping (CCM), analyse X and Y again. Based on your analysis, does X cause Y, or does Y cause X, or neither? Show your CCM calculation stepsQuestion 6Using convergent cross mapping (CCM) again, please state whether the causal relationship between X and Y is bidirectional, transitive, unidirectional, externally forced or neither (no causal relationship) and the CCM calculations which you use to arrive at your conclusion. ",Granger causality project,30+ hrs/week,Malaysia,4.7,5,5,VERIFIED,1
1623,50.0,,~014b05f06ac75ba129,Fixed,"['data-science', 'internet-research']",what does it take to own a mental hospital and a dual disabled mental Ill and homeless shelter.,Looking to enhance my Company.,30+ hrs/week,,0.0,1,0,,0
1624,80.0,,~01db741e7fab229f19,Fixed,[],"Hi Stephen!I have a company providing web development and internet marketing.As we have marketing on our clients sites (Google AdWords) we could easily generate more work for you in the future, if interested?So we could have a work-flow kind of?Now, this is a small job. I have a client who wants to analyse their site.I have trouble with setting up GTM on forms on my clients web page.We have Google Analytics access and we have created a GTM account and set up some goals in GTM, but when it comes to forms its not working.I want to trigger the event when it is 'submit success' so we don't track wrong filled in forms. I have also problems with tracking forms in combination with a specific URL for to be able to track unique forms. (There is only one form/page.)(The GTM code is implemented on the site. The site is managed by someone else, but they can assist if necessary)I would like to share screen and if you could show me how you set it up as I have tired myself and I am curious to see the solution :)?Is it ok with one hours work and one hours payment?(I already payed a person for this who didn't manage...)Best regards Helen",Google Tag Manager on contact forms,30+ hrs/week,Sweden,0.0,1,0,UNKNOWN,0
